*,John71,71,True,80.0,Sales
*,John72,72,False,81.0,Marketing
*,John73,73,True,82.0,Sales
*,John74,74,False,83.0,Marketing
*,John75,75,True,84.0,Sales
*,John76,76,False,85.0,Marketing
*,John77,77,True,86.0,Sales
*,John78,78,False,87.0,Marketing
*,John79,79,True,88.0,Sales
*,John80,80,False,89.0,Marketing
*,John81,81,True,90.0,Sales
*,John82,82,False,91.0,Marketing
*,John83,83,True,92.0,Sales
*,John84,84,False,93.0,Marketing
*,John85,85,True,94.0,Sales
*,John86,86,False,95.0,Marketing
*,John87,87,True,96.0,Sales
*,John88,88,False,97.0,Marketing
*,John89,89,True,98.0,Sales
*,John90,90,False,99.0,Marketing
*,John91,91,True,100.0,Sales
*,John92,92,False,101.0,Marketing
*,John93,93,True,102.0,Sales
*,John94,94,False,103.0,Marketing
*,John95,95,True,104.0,Sales
*,John96,96,False,105.0,Marketing
*,John97,97,True,106.0,Sales
*,John98,98,False,107.0,Marketing
*,John99,99,True,108.0,Sales
*,John100,100,False,109.0,Marketing
*,John101,101,True,110.0,Sales
*,John102,102,False,111.0,Marketing
*,John103,103,True,112.0,Sales
*,John104,104,False,113.0,Marketing
*,John105,105,True,114.0,Sales
*,John106,106,False,115.0,Marketing
*,John107,107,True,116.0,Sales
*,John108,108,False,117.0,Marketing
*,John109,109,True,118.0,Sales
*,John110,110,False,119.0,Marketing
*,John111,111,True,120.0,Sales
*,John112,112,False,121.0,Marketing
*,John113,113,True,122.0,Sales
*,John114,114,False,123.0,Marketing
*,John115,115,True,124.0,Sales
*,John116,116,False,125.0,Marketing
*,John117,117,True,126.0,Sales
*,John118,118,False,127.0,Marketing
*,John119,119,True,128.0,Sales
*,John120,120,False,129.0,Marketing
*,John121,121,True,130.0,Sales
*,John122,122,False,131.0,Marketing
*,John123,123,True,132.0,Sales
*,John124,124,False,133.0,Marketing
*,John125,125,True,134.0,Sales
*,John126,126,False,135.0,Marketing
*,John127,127,True,136.0,Sales
*,John128,128,False,137.0,Marketing
*,John129,129,True,138.0,Sales
*,John130,130,False,139.0,Marketing
*,John131,131,True,140.0,Sales
*,John132,132,False,141.0,Marketing
*,John133,133,True,142.0,Sales
*,John134,134,False,143.0,Marketing
*,John135,135,True,144.0,Sales
*,John136,136,False,145.0,Marketing
*,John137,137,True,146.0,Sales
*,John138,138,False,147.0,Marketing
*,John139,139,True,148.0,Sales
*,John140,140,False,149.0,Marketing
*,John141,141,True,150.0,Sales
*,John142,142,False,151.0,Marketing
*,John143,143,True,152.0,Sales
*,John144,144,False,153.0,Marketing
*,John145,145,True,154.0,Sales
*,John146,146,False,155.0,Marketing
*,John147,147,True,156.0,Sales
*,John148,148,False,157.0,Marketing
*,John149,149,True,158.0,Sales
*,John150,150,False,159.0,Marketing
*,John151,151,True,160.0,Sales
*,John152,152,False,161.0,Marketing
*,John153,153,True,162.0,Sales
*,John154,154,False,163.0,Marketing
*,John155,155,True,164.0,Sales
*,John156,156,False,165.0,Marketing
*,John157,157,True,166.0,Sales
*,John158,158,False,167.0,Marketing
*,John159,159,True,168.0,Sales
*,John160,160,False,169.0,Marketing
*,John161,161,True,170.0,Sales
*,John162,162,False,171.0,Marketing
*,John163,163,True,172.0,Sales
*,John164,164,False,173.0,Marketing
*,John165,165,True,174.0,Sales
*,John166,166,False,175.0,Marketing
*,John167,167,True,176.0,Sales
*,John168,168,False,177.0,Marketing
*,John169,169,True,178.0,Sales
*,John170,170,False,179.0,Marketing
*,John171,171,True,180.0,Sales
*,John172,172,False,181.0,Marketing
*,John173,173,True,182.0,Sales
*,John174,174,False,183.0,Marketing
*,John175,175,True,184.0,Sales
*,John176,176,False,185.0,Marketing
*,John177,177,True,186.0,Sales
*,John178,178,False,187.0,Marketing
*,John179,179,True,188.0,Sales
*,John180,180,False,189.0,Marketing
*,John181,181,True,190.0,Sales
*,John182,182,False,191.0,Marketing
*,John183,183,True,192.0,Sales
*,John184,184,False,193.0,Marketing
*,John185,185,True,194.0,Sales
*,John186,186,False,195.0,Marketing
*,John187,187,True,196.0,Sales
*,John188,188,False,197.0,Marketing
*,John189,189,True,198.0,Sales
*,John190,190,False,199.0,Marketing
*,John191,191,True,200.0,Sales
*,John192,192,False,201.0,Marketing
*,John193,193,True,202.0,Sales
*,John194,194,False,203.0,Marketing
*,John195,195,True,204.0,Sales
*,John196,196,False,205.0,Marketing
*,John197,197,True,206.0,Sales
*,John198,198,False,207.0,Marketing
*,John199,199,True,208.0,Sales
*,John200,200,False,209.0,Marketing
*,John1,1,True,10.0,Sales
*,John2,2,False,11.0,Marketing
*,John3,3,True,12.0,Sales
*,John4,4,False,13.0,Marketing
*,John5,5,True,14.0,Sales
*,John6,6,False,15.0,Marketing
*,John7,7,True,16.0,Sales
*,John8,8,False,17.0,Marketing
*,John9,9,True,18.0,Sales
*,John10,10,False,19.0,Marketing
*,John11,11,True,20.0,Sales
*,John12,12,False,21.0,Marketing
*,John13,13,True,22.0,Sales
*,John14,14,False,23.0,Marketing
*,John15,15,True,24.0,Sales
*,John16,16,False,25.0,Marketing
*,John17,17,True,26.0,Sales
*,John18,18,False,27.0,Marketing
*,John19,19,True,28.0,Sales
*,John20,20,False,29.0,Marketing
*,John21,21,True,30.0,Sales
*,John22,22,False,31.0,Marketing
*,John23,23,True,32.0,Sales
*,John24,24,False,33.0,Marketing
*,John25,25,True,34.0,Sales
*,John26,26,False,35.0,Marketing
*,John27,27,True,36.0,Sales
*,John28,28,False,37.0,Marketing
*,John29,29,True,38.0,Sales
*,John30,30,False,39.0,Marketing
*,John31,31,True,40.0,Sales
*,John32,32,False,41.0,Marketing
*,John33,33,True,42.0,Sales
*,John34,34,False,43.0,Marketing
*,John35,35,True,44.0,Sales
*,John36,36,False,45.0,Marketing
*,John37,37,True,46.0,Sales
*,John38,38,False,47.0,Marketing
*,John39,39,True,48.0,Sales
*,John40,40,False,49.0,Marketing
*,John41,41,True,50.0,Sales
*,John42,42,False,51.0,Marketing
*,John43,43,True,52.0,Sales
*,John44,44,False,53.0,Marketing
*,John45,45,True,54.0,Sales
*,John46,46,False,55.0,Marketing
*,John47,47,True,56.0,Sales
*,John48,48,False,57.0,Marketing
*,John49,49,True,58.0,Sales
*,John50,50,False,59.0,Marketing
*,John51,51,True,60.0,Sales
*,John52,52,False,61.0,Marketing
*,John53,53,True,62.0,Sales
*,John54,54,False,63.0,Marketing
*,John55,55,True,64.0,Sales
*,John56,56,False,65.0,Marketing
*,John57,57,True,66.0,Sales
*,John58,58,False,67.0,Marketing
*,John59,59,True,68.0,Sales
*,John60,60,False,69.0,Marketing
*,John61,61,True,70.0,Sales
*,John62,62,False,71.0,Marketing
*,John63,63,True,72.0,Sales
*,John64,64,False,73.0,Marketing
*,John65,65,True,74.0,Sales
*,John66,66,False,75.0,Marketing
*,John67,67,True,76.0,Sales
*,John68,68,False,77.0,Marketing
*,John69,69,True,78.0,Sales
*,John70,70,False,79.0,Marketing
*,John71,71,True,80.0,Sales
*,John72,72,False,81.0,Marketing
*,John73,73,True,82.0,Sales
*,John74,74,False,83.0,Marketing
*,John75,75,True,84.0,Sales
*,John76,76,False,85.0,Marketing
*,John77,77,True,86.0,Sales
*,John78,78,False,87.0,Marketing
*,John79,79,True,88.0,Sales
*,John80,80,False,89.0,Marketing
*,John81,81,True,90.0,Sales
*,John82,82,False,91.0,Marketing
*,John83,83,True,92.0,Sales
*,John84,84,False,93.0,Marketing
*,John85,85,True,94.0,Sales
*,John86,86,False,95.0,Marketing
*,John87,87,True,96.0,Sales
*,John88,88,False,97.0,Marketing
*,John89,89,True,98.0,Sales
*,John90,90,False,99.0,Marketing
*,John91,91,True,100.0,Sales
*,John92,92,False,101.0,Marketing
*,John93,93,True,102.0,Sales
*,John94,94,False,103.0,Marketing
*,John95,95,True,104.0,Sales
*,John96,96,False,105.0,Marketing
*,John97,97,True,106.0,Sales
*,John98,98,False,107.0,Marketing
*,John99,99,True,108.0,Sales
*,John100,100,False,109.0,Marketing
*,John101,101,True,110.0,Sales
*,John102,102,False,111.0,Marketing
*,John103,103,True,112.0,Sales
*,John104,104,False,113.0,Marketing
*,John105,105,True,114.0,Sales
*,John106,106,False,115.0,Marketing
*,John107,107,True,116.0,Sales
*,John108,108,False,117.0,Marketing
*,John109,109,True,118.0,Sales
*,John110,110,False,119.0,Marketing
*,John111,111,True,120.0,Sales
*,John112,112,False,121.0,Marketing
*,John113,113,True,122.0,Sales
*,John114,114,False,123.0,Marketing
*,John115,115,True,124.0,Sales
*,John116,116,False,125.0,Marketing
*,John117,117,True,126.0,Sales
*,John118,118,False,127.0,Marketing
*,John119,119,True,128.0,Sales
*,John120,120,False,129.0,Marketing
*,John121,121,True,130.0,Sales
*,John122,122,False,131.0,Marketing
*,John123,123,True,132.0,Sales
*,John124,124,False,133.0,Marketing
*,John125,125,True,134.0,Sales
*,John126,126,False,135.0,Marketing
*,John127,127,True,136.0,Sales
*,John128,128,False,137.0,Marketing
*,John129,129,True,138.0,Sales
*,John130,130,False,139.0,Marketing
*,John131,131,True,140.0,Sales
*,John132,132,False,141.0,Marketing
*,John133,133,True,142.0,Sales
*,John134,134,False,143.0,Marketing
*,John135,135,True,144.0,Sales
*,John136,136,False,145.0,Marketing
*,John137,137,True,146.0,Sales
*,John138,138,False,147.0,Marketing
*,John139,139,True,148.0,Sales
*,John140,140,False,149.0,Marketing
*,John141,141,True,150.0,Sales
*,John142,142,False,151.0,Marketing
*,John143,143,True,152.0,Sales
*,John144,144,False,153.0,Marketing
*,John145,145,True,154.0,Sales
*,John146,146,False,155.0,Marketing
*,John147,147,True,156.0,Sales
*,John148,148,False,157.0,Marketing
*,John149,149,True,158.0,Sales
*,John150,150,False,159.0,Marketing
*,John151,151,True,160.0,Sales
*,John152,152,False,161.0,Marketing
*,John153,153,True,162.0,Sales
*,John154,154,False,163.0,Marketing
*,John155,155,True,164.0,Sales
*,John156,156,False,165.0,Marketing
*,John157,157,True,166.0,Sales
*,John158,158,False,167.0,Marketing
*,John159,159,True,168.0,Sales
*,John160,160,False,169.0,Marketing
*,John161,161,True,170.0,Sales
*,John162,162,False,171.0,Marketing
*,John163,163,True,172.0,Sales
*,John164,164,False,173.0,Marketing
*,John165,165,True,174.0,Sales
*,John166,166,False,175.0,Marketing
*,John167,167,True,176.0,Sales
*,John168,168,False,177.0,Marketing
*,John169,169,True,178.0,Sales
*,John170,170,False,179.0,Marketing
*,John171,171,True,180.0,Sales
*,John172,172,False,181.0,Marketing
*,John173,173,True,182.0,Sales
*,John174,174,False,183.0,Marketing
*,John175,175,True,184.0,Sales
*,John176,176,False,185.0,Marketing
*,John177,177,True,186.0,Sales
*,John178,178,False,187.0,Marketing
*,John179,179,True,188.0,Sales
*,John180,180,False,189.0,Marketing
*,John181,181,True,190.0,Sales
*,John182,182,False,191.0,Marketing
*,John183,183,True,192.0,Sales
*,John184,184,False,193.0,Marketing
*,John185,185,True,194.0,Sales
*,John186,186,False,195.0,Marketing
*,John187,187,True,196.0,Sales
*,John188,188,False,197.0,Marketing
*,John189,189,True,198.0,Sales
*,John190,190,False,199.0,Marketing
*,John191,191,True,200.0,Sales
*,John192,192,False,201.0,Marketing
*,John193,193,True,202.0,Sales
*,John194,194,False,203.0,Marketing
*,John195,195,True,204.0,Sales
*,John196,196,False,205.0,Marketing
*,John197,197,True,206.0,Sales
*,John198,198,False,207.0,Marketing
*,John199,199,True,208.0,Sales
*,John200,200,False,209.0,Marketing
